,text,truthVals
2658,"""Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.""",0.2
2659,On releasing photographs depicting the abuse of prisoners.,0.5
2660,"""The United States already has the highest corporate tax rate in the world.""",0.8
2661,"""Autopsy results from Vince Foster’s exhumed body — Cause of death to be changed!""",0.0
2662,"""It's important to pay attention to the Russian spy drama, but let's not ignore the fact that the following (10) bills have been introduced"" in the House.",0.8
2663,"""This year, we're off to our best private-sector jobs growth since 1999.""",0.8
2664,"The Affordable Care Act ""basically puts a penalty or a tax on employers for every new job they create.""",0.6
2665,"Says that in the U.S. House of Representatives ""we’ve had bipartisan support for the repeal of Obamacare … for getting rid of cap and trade … for building the Keystone Pipeline.""",1.0
2666,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",1.0
2667,"Says Hillary Clinton ""wants to abolish the Second Amendment.""",0.2
2668,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",1.0
2669,"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.""",0.8
2670,"The stimulus created ""zero jobs.""",0.0
2671,"""The average rate of fraud"" in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs ""is 20 to 25 percent.""",0.0
2672,"""Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.""",1.0
2673,"""I'm also the only lieutenant governor to not take a security detail.""",0.8
2674,"The people who want President Barack Obama impeached ""are all white, they're all older, and guess what, they're in the far right wing of the Republican Party.""",0.8
2675,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",1.0
2676,"""You know our current president is (Muslim). You know he's not even an American.""",0.0
2677,"Says that to drive the length of the newly drawn 15th District ""you’d find yourself on the road as long as it would take to drive from Columbus to Niagara Falls.""",0.8
2678,"""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""",1.0
2679,"""Fifty percent of Speaker Gingrich’s tax plan goes to the top 1 percent.""",0.8
2680,"The U.S. Department of Homeland Security warned that the SAVE ""database is not a foolproof means of verifying (citizenship on) the voter rolls.""",1.0
2681,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",1.0
2682,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",1.0
2683,"Farming is ""one of the fastest growing areas of our economy.""",0.4
2684,"Says state Sen. Alberta Darling is ""allowing mercury to harm our children"" because she voted against an electronics recycling bill.",0.4
2685,"""Many states without collective bargaining, such as Arizona, Nevada and North Carolina, have far larger budget deficits than many that do, including Ohio.""",0.8
2686,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",0.6
2687,"""Less than 1 percent of 1 percent of the American population has given an amount over $200"" to a federal political campaign.",0.4
2688,"""More businesses are closing than opening in Virginia today.""",0.2
2689,Birthers have obtained a copy of Obama's Kenyan birth certificate.,0.0
2690,"""As chairman of the Fulton board of commissioners, I turned a $100 million deficit into a balanced budget.""",0.6
2691,"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964.",0.8
2692,"Mitt Romney ""gave away his father's inheritance.""",1.0
2693,"Says ""the one person (Donald Trump) has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.""",0.4
2694,"Says Israel Prime Minister Benjamin Netanyahu ""didn't change his position"" on a two-state solution.",0.4
2695,"AIDS was transmitted to humans because ""one guy"" had sex with ""a monkey"" and then started ""having sex with men.""",0.0
2696,The Senate Republican education plan is an unfunded mandate for local school districts.,1.0
2697,"Medicaid is close to 30 percent of the state budget and ""the biggest expenditure at the state.""",0.8
2698,"""You've seen where we're now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.""",0.6
2699,"""Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.",1.0
2700,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",1.0
2701,"The United Nations has conducted ""172 successful peacekeeping missions and negotiations.""",0.8
2702,"When ""the governor announced his ‘jobs budget,’ 99 folks from the Department of Taxation were let go the next day.""",1.0
2703,"Barack Obama has ""provided guns to Mexican drug cartels.""",0.6
2704,"Ninety-six percent of failing schools are spending above $8,400, the average annual per student expenditure, and 26 percent spend considerably more than that.",0.6
2705,"""The state [food stamp call center] program is administered from foreign shores.""",0.4
2706,"Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it.",1.0
2707,"""The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.""",0.8
2708,"""25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.""",0.6
2709,"Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",0.0
2710,"""Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.""",0.6
2711,"""Rhode Island: 3% bigger at low tide.""",0.0
2712,"""About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.""",0.8
2713,"""We are seeing kids who are healthier.""",0.6
2714,"""We don’t give bonuses in the state of Missouri on any level of government.""",0.6
2715,"Under Republican economic policies, ""the typical American family saw their incomes fall by about 6 percent.""",0.6
2716,"""Amendment 1 protects Florida seniors from scams and rip-offs.""",0.2
2717,"FCAT tests ""account for less than 1 percent of the instructional time provided during the year.""",0.2
2718,"""I think with the exception of the last year or maybe the last two years, we were at 100 percent"" when it came to contributing to the Providence pension fund.",0.8
2719,On abortion,0.5
2720,"""Over half"" of science, technology, engineering and mathematics students ""receiving advanced degrees are not citizens of the United States of America.""",0.6
2721,"Cap and trade legislation ""was originally a Republican idea.""",0.8
2722,"The House Zika bill ""limits access to birth control services needed to help curb the spread of the virus"" in Puerto Rico.",0.6
2723,"""So far in 2015, there have been more mass shootings than days.""",0.4
2724,"""Alexi Giannoulias' top aide was a longtime BP lobbyist.""",0.4
2725,"""I’m running the second-largest county district attorney’s office … at 1985 staffing levels.""",0.6
2726,"Says Hillary Clinton ""has donated every cent she's ever earned from speaking fees to charity.""",0.2
2727,"""The city of Houston now has more debt per capita than California.""",0.6
2728,"""For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.""",0.0
